index,numbers,holes,horizontal_cuts,vertical_cuts,pixel_count,mass_x,mass_y,longest_contour,contours_count,straightness
347,5,1,2,3,154,14.045454545454545,14.090909090909092,101,1,1.9801980198019802
348,2,1,2,3,131,14.17557251908397,13.732824427480915,70,2,2.0571428571428569
349,9,2,2,2,173,14.61271676300578,13.658959537572255,60,2,1.2
350,5,2,2,3,204,14.07843137254902,13.450980392156863,66,2,1.4545454545454546
351,4,1,2,3,94,13.670212765957446,13.340425531914894,65,1,2.3384615384615386
352,6,2,3,3,158,14.075949367088608,14.284810126582279,83,2,1.8192771084337349
353,2,2,3,3,184,14.206521739130435,14.097826086956522,82,2,2.1463414634146343
354,2,2,2,3,199,13.603015075376884,13.452261306532664,83,2,1.7469879518072289
355,2,1,2,3,152,13.842105263157896,13.914473684210526,82,1,1.8658536585365855
356,9,1,2,3,142,13.880281690140846,14.471830985915492,81,2,2.2839506172839505
357,0,2,2,2,219,13.753424657534246,14.534246575342467,61,2,1.180327868852459
358,7,1,2,2,175,14.09142857142857,13.702857142857143,72,1,1.6527777777777777
359,7,1,1,2,133,13.74436090225564,13.609022556390977,62,1,1.7903225806451613
360,2,1,2,3,109,13.779816513761467,14.440366972477063,60,2,2.1333333333333333
361,2,1,2,3,157,14.152866242038217,14.006369426751592,74,1,1.6081081081081081
362,6,2,2,3,123,14.414634146341463,14.016260162601625,50,3,1.74
363,3,1,2,3,174,14.25287356321839,14.350574712643677,86,1,1.569767441860465
364,4,1,4,2,160,13.14375,13.51875,93,1,1.5483870967741935
365,2,1,2,3,165,14.333333333333334,14.527272727272727,89,1,1.7752808988764044
366,0,2,2,2,178,14.303370786516854,13.48314606741573,53,2,1.3396226415094339
367,5,1,2,2,102,13.72549019607843,14.627450980392156,66,1,1.8181818181818181
368,9,3,2,3,139,14.251798561151078,14.258992805755396,55,2,2.0545454545454547
369,6,2,3,2,147,14.346938775510203,13.863945578231293,66,2,1.4696969696969697
370,2,1,2,3,129,13.333333333333334,13.821705426356589,81,1,1.3950617283950617
371,1,1,1,1,50,14.24,13.74,42,1,0.95238095238095233
372,9,2,2,3,111,14.306306306306306,13.693693693693694,52,2,1.7115384615384615
373,0,2,2,2,191,14.094240837696335,14.078534031413612,55,2,1.9090909090909092
374,6,2,3,3,148,13.621621621621621,13.675675675675675,72,2,1.7777777777777777
375,0,2,2,2,196,14.035714285714286,13.755102040816327,59,2,1.5084745762711864
376,4,1,2,3,84,14.083333333333334,14.511904761904763,63,1,2.3015873015873014
377,8,2,2,4,133,13.428571428571429,14.503759398496241,63,2,1.9047619047619047
378,4,1,3,3,170,13.788235294117648,14.635294117647058,83,2,2.1204819277108435
379,3,1,2,4,193,13.761658031088082,13.378238341968911,100,1,2.0
380,1,1,1,1,96,14.458333333333334,14.333333333333334,46,1,1.8913043478260869
381,5,1,2,2,108,13.972222222222221,14.12962962962963,64,1,1.859375
382,4,1,2,2,132,13.833333333333334,13.856060606060606,74,1,1.9324324324324325
383,2,2,3,3,155,14.206451612903226,13.548387096774194,81,2,2.0864197530864197
384,9,2,2,2,163,13.71165644171779,14.368098159509202,55,2,2.0545454545454547
385,5,1,2,3,166,14.343373493975903,13.897590361445783,96,2,2.1770833333333335
386,7,1,2,2,134,13.873134328358208,14.097014925373134,74,1,1.9594594594594594
387,3,1,2,3,187,14.272727272727273,13.60427807486631,91,1,2.1098901098901099
388,1,1,1,1,69,14.217391304347826,14.26086956521739,45,1,0.35555555555555557
389,5,1,2,3,116,13.482758620689655,14.28448275862069,74,1,2.2837837837837838
390,4,1,2,2,83,13.891566265060241,13.578313253012048,74,1,1.8783783783783783
391,5,1,2,2,105,14.104761904761904,14.514285714285714,70,1,1.8571428571428572
392,3,1,2,3,172,14.267441860465116,14.029069767441861,82,1,1.7560975609756098
393,7,1,2,2,114,14.526315789473685,14.18421052631579,59,1,2.3050847457627119
394,3,1,2,3,108,13.972222222222221,14.268518518518519,69,2,2.5362318840579712
395,8,3,2,3,151,14.185430463576159,13.95364238410596,58,4,1.3620689655172413
396,6,3,4,3,181,13.751381215469614,14.259668508287293,73,2,1.6438356164383561
397,2,2,2,3,165,14.327272727272728,14.096969696969698,64,2,1.984375
398,4,1,3,3,154,13.396103896103897,14.24025974025974,80,1,2.2999999999999998
399,6,1,2,2,182,13.692307692307692,14.17032967032967,68,1,1.5294117647058822
400,1,1,1,2,66,13.712121212121213,13.545454545454545,44,1,1.0909090909090908
401,1,1,2,2,75,14.186666666666667,13.6,45,2,2.1111111111111112
402,4,1,2,3,124,14.193548387096774,13.637096774193548,68,1,2.3529411764705883
403,0,3,3,2,240,13.658333333333333,13.85,58,2,1.2241379310344827
404,0,2,2,2,160,13.86875,13.71875,55,2,1.7454545454545454
405,5,1,2,3,202,13.584158415841584,14.504950495049505,90,1,1.7
406,8,3,3,3,180,13.755555555555556,13.472222222222221,59,3,0.94915254237288138
407,6,2,2,3,127,13.440944881889763,14.543307086614174,61,2,1.5901639344262295
408,7,1,2,2,123,13.699186991869919,13.951219512195122,72,1,1.4583333333333333
409,4,1,3,3,151,13.735099337748345,13.509933774834437,80,2,2.8125
410,2,1,2,3,191,14.518324607329843,13.963350785340314,83,1,2.036144578313253
411,8,3,2,3,167,13.622754491017965,14.592814371257486,56,3,1.5892857142857142
412,0,2,2,3,221,13.981900452488688,14.375565610859729,60,2,1.8833333333333333
413,2,2,3,3,173,14.260115606936417,13.982658959537572,70,2,1.8428571428571427
414,5,1,2,3,177,13.757062146892656,14.124293785310735,76,2,0.65384615384615385
415,4,2,2,2,150,14.3,14.2,75,1,1.8266666666666667
416,8,3,3,4,204,14.343137254901961,13.862745098039216,65,5,1.6153846153846154
417,3,1,3,3,152,14.111842105263158,14.072368421052632,86,1,2.4302325581395348
418,0,2,2,2,189,13.91005291005291,13.666666666666666,55,2,1.0363636363636364
419,6,2,2,3,87,13.35632183908046,13.931034482758621,62,2,2.064516129032258
420,4,1,2,3,144,14.208333333333334,14.11111111111111,77,1,1.6623376623376624
421,8,3,3,3,142,13.633802816901408,14.28169014084507,94,2,1.9574468085106382
422,6,2,2,3,141,13.787234042553191,13.851063829787234,58,2,1.9482758620689655
423,4,1,2,1,112,14.133928571428571,13.785714285714286,59,1,1.6101694915254237
424,1,1,1,3,48,13.708333333333334,14.375,44,1,1.0681818181818181
425,8,4,3,3,183,13.448087431693988,13.814207650273223,54,3,2.2407407407407409
426,1,1,1,2,81,13.91358024691358,14.530864197530864,45,1,1.6222222222222222
427,5,1,2,3,115,13.773913043478261,14.28695652173913,74,1,1.6351351351351351
428,4,1,3,2,154,13.88961038961039,14.220779220779221,78,1,2.2564102564102564
429,9,1,3,3,96,14.895833333333334,13.677083333333334,51,5,2.5098039215686274
430,4,1,2,3,168,13.892857142857142,14.214285714285714,52,6,0.14285714285714285
431,3,1,2,3,202,14.722772277227723,13.633663366336634,83,1,1.6385542168674698
432,2,1,2,3,133,13.436090225563909,14.045112781954888,78,1,1.5512820512820513
433,0,2,2,2,171,13.842105263157896,14.09356725146199,55,2,1.4727272727272727
434,5,1,2,3,148,13.68918918918919,14.41891891891892,72,1,2.0138888888888888
435,0,2,2,3,189,14.195767195767196,14.301587301587302,57,2,1.4210526315789473
436,7,1,2,2,131,14.389312977099237,13.82442748091603,74,1,1.8243243243243243
437,9,2,3,3,144,13.98611111111111,14.784722222222221,53,2,1.9622641509433962
438,2,1,2,2,179,13.865921787709498,13.804469273743017,70,2,1.9285714285714286
439,9,2,2,3,100,14.4,14.1,52,2,1.3846153846153846
440,8,3,2,3,144,13.395833333333334,14.17361111111111,55,4,1.3090909090909091
441,9,2,2,3,107,14.74766355140187,14.30841121495327,51,3,1.8627450980392157
442,6,2,2,3,160,13.80625,13.7,64,2,1.875
443,5,1,2,3,206,14.20873786407767,13.91747572815534,98,1,1.4693877551020409
444,2,2,2,3,206,14.189320388349515,13.859223300970873,87,3,2.0229885057471266
445,4,1,2,2,84,13.642857142857142,13.654761904761905,65,2,2.1384615384615384
446,4,1,2,2,141,13.617021276595745,13.553191489361701,79,1,1.8227848101265822
447,6,2,2,3,155,13.651612903225807,14.55483870967742,60,3,1.7333333333333334
448,4,1,2,3,124,14.508064516129032,14.39516129032258,63,2,2.5396825396825395
449,8,2,2,2,142,14.19718309859155,13.690140845070422,55,2,1.8727272727272728
450,4,1,2,3,132,13.318181818181818,14.030303030303031,77,1,2.168831168831169
451,1,1,1,2,91,13.32967032967033,14.384615384615385,46,1,1.3913043478260869
452,7,1,2,2,155,13.961290322580645,13.916129032258064,72,1,1.9027777777777777
453,5,2,2,3,176,13.914772727272727,14.125,68,2,1.661764705882353
454,8,3,2,3,138,14.130434782608695,13.978260869565217,69,2,2.36231884057971
455,9,2,3,3,119,13.672268907563025,13.84873949579832,59,3,2.1864406779661016
456,5,1,2,3,168,14.571428571428571,14.071428571428571,79,1,1.9113924050632911
457,9,2,2,2,187,13.647058823529411,14.283422459893048,58,2,1.5344827586206897
458,3,1,3,3,144,14.534722222222221,13.631944444444445,85,1,2.2588235294117647
459,2,1,3,2,118,13.923728813559322,13.788135593220339,74,1,1.9594594594594594
460,5,1,2,4,104,13.961538461538462,14.538461538461538,71,1,2.3661971830985915
461,8,3,3,4,124,13.798387096774194,13.629032258064516,74,2,1.8648648648648649
462,2,1,2,2,179,14.05586592178771,14.491620111731844,86,1,1.6744186046511629
463,2,2,3,3,118,14.322033898305085,14.033898305084746,81,2,2.3333333333333335
464,7,1,2,3,165,13.89090909090909,13.963636363636363,78,1,1.8461538461538463
465,2,1,2,2,191,13.518324607329843,14.356020942408376,90,1,1.5222222222222221
466,8,3,2,3,146,13.67123287671233,14.383561643835616,55,3,1.6000000000000001
467,4,1,2,3,109,14.027522935779816,13.458715596330276,59,1,2.0338983050847457
468,1,1,1,1,62,14.806451612903226,14.225806451612904,44,1,2.7272727272727271
469,9,1,2,2,102,14.07843137254902,14.03921568627451,69,1,1.9565217391304348
470,3,1,2,3,98,13.775510204081632,14.173469387755102,65,1,1.7384615384615385
471,6,3,3,3,144,14.027777777777779,13.95138888888889,55,3,1.4727272727272727
472,0,2,3,2,203,13.788177339901479,13.571428571428571,55,2,1.7454545454545454
473,2,2,2,3,170,13.9,14.176470588235293,78,2,1.6538461538461537
474,2,2,3,3,108,14.268518518518519,13.916666666666666,58,2,1.9137931034482758
475,9,1,1,2,178,14.646067415730338,13.561797752808989,56,1,2.0178571428571428
476,1,1,1,2,76,13.776315789473685,13.75,44,1,1.4545454545454546
477,2,1,2,2,216,13.805555555555555,13.921296296296296,78,1,1.9487179487179487
478,7,1,2,2,105,14.371428571428572,13.952380952380953,56,1,2.1607142857142856
479,2,1,2,2,174,13.994252873563218,13.793103448275861,85,1,1.8941176470588235
480,1,1,1,1,78,14.064102564102564,13.64102564102564,46,1,2.2391304347826089
481,3,1,2,3,123,14.016260162601625,14.284552845528456,68,1,1.8529411764705883
482,4,1,2,2,132,13.484848484848484,14.454545454545455,69,1,2.1014492753623188
483,9,2,2,3,162,13.592592592592593,13.691358024691358,61,2,1.8524590163934427
484,1,1,1,1,80,13.975,13.675,45,1,2.1555555555555554
485,8,3,2,3,163,13.16564417177914,14.251533742331288,59,3,1.3728813559322033
486,0,1,2,2,149,14.25503355704698,13.738255033557047,89,1,2.0786516853932584
487,2,1,2,3,200,13.655,13.855,85,1,1.9882352941176471
488,2,2,3,4,201,14.427860696517413,13.631840796019901,81,2,1.691358024691358
489,3,1,3,3,127,14.181102362204724,13.503937007874017,76,1,2.3157894736842106
490,4,1,2,2,154,13.941558441558442,14.14935064935065,64,1,2.015625
491,1,1,1,1,70,13.728571428571428,14.5,43,1,2.3953488372093021
492,3,1,2,3,170,14.158823529411764,13.952941176470588,94,2,1.9680851063829787
493,7,1,2,2,103,13.524271844660195,14.320388349514563,62,1,1.6129032258064515
494,4,1,2,3,176,13.8125,13.625,74,1,2.3783783783783785
495,1,1,1,2,131,13.938931297709924,13.801526717557252,49,1,1.9387755102040816
496,4,1,2,2,143,13.62937062937063,14.153846153846153,91,1,1.3186813186813187
497,1,1,2,1,72,13.75,14.277777777777779,45,1,0.71111111111111114
498,5,1,2,3,140,13.571428571428571,13.728571428571428,66,2,1.3333333333333333
499,9,2,2,3,240,13.958333333333334,14.191666666666666,90,2,1.5222222222222221
500,6,1,2,2,257,13.365758754863814,14.357976653696499,68,1,1.7794117647058822
501,9,2,2,2,128,14.109375,14.296875,51,2,1.9019607843137254
502,0,2,2,2,158,14.158227848101266,14.379746835443038,52,2,1.5192307692307692
503,5,1,2,3,121,13.851239669421487,13.256198347107437,90,2,2.2333333333333334
504,7,1,2,2,132,13.628787878787879,13.553030303030303,64,1,2.0
505,6,1,2,2,165,13.884848484848485,13.563636363636364,59,1,2.0169491525423728
506,8,3,2,2,229,13.585152838427948,14.179039301310043,64,3,1.890625
507,2,1,2,2,146,14.027397260273972,14.45890410958904,75,1,2.2266666666666666
508,0,2,2,2,283,14.279151943462898,14.36749116607774,60,2,0.93333333333333335
509,7,1,2,2,123,14.008130081300813,14.105691056910569,66,1,1.803030303030303
510,3,1,2,4,165,13.527272727272727,13.72121212121212,88,1,2.1022727272727271
511,5,1,2,3,174,14.10344827586207,13.873563218390805,95,1,1.6947368421052631
512,8,3,2,3,173,13.54335260115607,13.953757225433526,57,3,1.1403508771929824
513,2,1,2,3,207,14.028985507246377,13.806763285024154,83,1,1.7228915662650603
514,8,3,2,3,163,14.110429447852761,14.067484662576687,52,3,1.6730769230769231
515,2,3,3,2,207,13.53623188405797,14.415458937198068,82,2,1.9512195121951219
516,4,1,2,2,103,14.398058252427184,14.485436893203884,53,1,1.6415094339622642
517,8,3,2,3,153,14.620915032679738,13.69281045751634,55,3,2.0363636363636362
518,5,1,2,3,116,14.577586206896552,13.663793103448276,78,1,1.9487179487179487
519,8,4,2,3,157,13.929936305732484,13.707006369426752,60,4,1.75
520,9,2,2,3,182,14.43956043956044,13.884615384615385,62,2,1.564516129032258
521,7,1,2,2,142,14.204225352112676,13.915492957746478,64,1,1.859375
522,1,1,1,1,81,13.703703703703704,14.592592592592593,44,1,2.1590909090909092
523,2,1,2,3,155,13.748387096774193,14.35483870967742,70,1,2.2857142857142856
524,4,1,2,2,189,13.835978835978835,14.201058201058201,83,3,2.2048192771084336
525,5,1,2,3,167,13.32934131736527,14.275449101796408,86,1,1.7790697674418605
526,5,1,2,3,195,14.076923076923077,14.112820512820512,105,2,1.6857142857142857
527,1,1,1,1,71,13.887323943661972,13.690140845070422,44,1,0.54545454545454541
528,8,3,2,3,150,14.326666666666666,13.693333333333333,72,3,1.4166666666666667
529,1,1,1,2,48,14.229166666666666,13.604166666666666,43,1,0.93023255813953487
530,4,1,2,2,134,14.059701492537313,13.26865671641791,69,1,1.6231884057971016
531,4,1,2,2,175,13.8,13.788571428571428,80,1,1.5
532,6,1,2,2,157,14.184713375796179,14.496815286624203,53,1,1.9811320754716981
533,5,1,2,3,192,13.515625,14.104166666666666,86,1,1.6860465116279071
534,8,3,2,3,224,14.066964285714286,13.5625,60,3,1.4833333333333334
535,9,2,2,3,158,14.348101265822784,13.746835443037975,63,2,1.1428571428571428
536,2,1,2,2,170,14.229411764705882,14.341176470588236,78,1,2.1666666666666665
537,3,1,2,4,205,13.941463414634146,14.282926829268293,112,1,1.7857142857142858
538,0,2,2,2,158,14.322784810126583,14.246835443037975,55,2,0.72727272727272729
539,5,1,2,2,121,14.49586776859504,14.438016528925619,68,1,2.3676470588235294
540,1,1,1,1,69,13.46376811594203,14.594202898550725,44,1,2.5681818181818183
541,4,1,2,2,126,14.253968253968255,13.714285714285714,74,1,1.9459459459459461
542,0,2,2,2,168,14.386904761904763,13.428571428571429,54,2,1.9444444444444444
543,5,1,2,2,118,13.432203389830509,14.23728813559322,69,1,1.8695652173913044
544,1,1,1,3,67,14.402985074626866,13.492537313432836,45,1,2.1333333333333333
545,2,1,2,2,188,13.51595744680851,14.079787234042554,77,1,1.3506493506493507
546,9,2,2,3,147,14.040816326530612,13.829931972789115,63,2,1.5396825396825398
547,2,1,3,2,138,14.08695652173913,13.768115942028986,78,1,2.1666666666666665
548,4,1,3,2,183,13.814207650273223,14.78688524590164,84,2,2.8452380952380953
549,1,1,1,3,130,14.138461538461538,13.96923076923077,53,1,2.1132075471698113
550,6,2,2,3,181,13.878453038674033,13.546961325966851,64,2,1.765625
551,8,3,2,3,141,14.23404255319149,13.808510638297872,57,4,1.8245614035087718
552,0,2,2,3,170,14.129411764705882,13.864705882352942,54,2,1.5
553,4,1,2,2,220,14.272727272727273,14.136363636363637,74,1,1.3918918918918919
554,9,2,2,3,155,13.76774193548387,13.64516129032258,57,2,1.4035087719298245
555,0,2,2,2,252,14.023809523809524,13.80952380952381,58,2,1.7931034482758621
556,0,2,2,2,118,14.347457627118644,14.305084745762711,52,3,1.7115384615384615
557,5,1,2,3,159,14.232704402515724,14.559748427672956,92,1,1.5543478260869565
558,9,2,2,2,123,13.59349593495935,13.439024390243903,52,2,1.3846153846153846
559,2,1,2,3,196,14.33673469387755,14.357142857142858,98,1,1.6428571428571428
560,3,1,2,3,114,13.456140350877194,13.868421052631579,45,3,1.6222222222222222
561,5,1,2,3,106,14.169811320754716,14.084905660377359,79,1,2.0506329113924049
562,9,2,2,3,139,14.474820143884893,13.517985611510792,55,2,1.9090909090909092
563,4,1,3,2,125,14.192,14.168,69,1,2.3043478260869565
564,4,1,3,2,125,14.04,14.024,72,1,2.0972222222222223
565,3,1,2,3,122,13.934426229508198,13.704918032786885,75,1,2.3599999999999999
566,9,2,2,3,172,13.901162790697674,13.575581395348838,59,2,2.0508474576271185
567,2,1,2,2,116,14.025862068965518,13.793103448275861,63,1,2.1587301587301586
568,3,1,2,3,186,13.924731182795698,13.489247311827956,103,1,1.5631067961165048
569,5,1,2,2,197,13.461928934010153,13.588832487309645,76,1,1.5789473684210527
570,6,2,2,3,125,13.752,14.256,53,2,1.8301886792452831
571,5,1,2,2,108,13.842592592592593,13.88888888888889,67,1,2.283582089552239
572,2,2,2,3,111,14.297297297297296,14.297297297297296,63,2,1.253968253968254
573,7,1,2,2,160,14.16875,14.3,81,1,2.074074074074074
574,2,1,2,2,211,14.360189573459715,14.658767772511847,87,1,2.0229885057471266
575,4,1,2,2,170,14.105882352941176,13.611764705882353,69,1,1.9565217391304348
576,2,1,2,2,174,14.137931034482758,14.298850574712644,78,1,1.7564102564102564
577,4,1,3,3,142,14.401408450704226,13.612676056338028,82,2,1.9634146341463414
578,7,1,2,2,67,13.940298507462687,13.552238805970148,53,2,2.2264150943396226
579,2,1,2,2,169,14.142011834319527,14.609467455621301,75,1,1.9199999999999999
580,5,1,2,2,112,13.473214285714286,14.392857142857142,67,1,2.1641791044776117
581,3,1,2,3,119,14.159663865546218,14.428571428571429,58,1,1.9310344827586208
582,7,1,2,2,153,13.601307189542483,13.777777777777779,67,1,1.9104477611940298
583,6,2,2,3,151,13.95364238410596,13.788079470198676,54,2,1.7777777777777777
584,1,1,1,3,99,14.06060606060606,14.252525252525253,47,1,1.0212765957446808
585,0,2,2,2,223,14.565022421524663,14.304932735426009,58,2,1.6551724137931034
586,7,1,2,1,134,14.223880597014926,13.940298507462687,63,1,1.7619047619047619
587,5,1,2,3,131,14.15267175572519,14.297709923664122,80,1,1.8125
588,4,1,2,3,178,14.460674157303371,13.719101123595506,62,3,2.064516129032258
589,5,1,2,3,126,13.753968253968255,14.341269841269842,85,1,2.3647058823529412
590,1,1,1,1,58,13.431034482758621,14.275862068965518,44,1,1.8409090909090908
591,6,1,1,2,179,13.787709497206704,13.70949720670391,56,1,1.7142857142857142
592,9,2,2,3,146,14.273972602739725,14.150684931506849,52,2,1.6923076923076923
593,7,1,2,3,146,13.321917808219178,14.219178082191782,71,1,1.6901408450704225
594,1,1,1,2,110,13.6,14.281818181818181,46,1,1.9347826086956521
595,6,1,2,2,165,14.248484848484848,14.563636363636364,72,1,1.875
596,3,1,2,3,197,13.786802030456853,13.786802030456853,98,1,1.7857142857142858
597,3,1,2,4,162,14.024691358024691,13.685185185185185,119,2,1.8907563025210083
598,1,1,1,1,100,13.9,13.68,46,1,1.3913043478260869
599,2,1,1,2,138,14.44927536231884,14.391304347826088,65,1,1.8461538461538463
600,2,1,2,2,139,13.93525179856115,13.863309352517986,70,1,2.2714285714285714
601,0,2,3,2,231,14.108225108225108,13.623376623376624,59,2,1.2203389830508475
602,5,1,2,3,121,14.305785123966942,13.809917355371901,90,1,1.6111111111111112
